Group,t,m,logfile,seed,exec time (s),# found pngs,# png duplicates,# incorrect pngs,# visited,# visited duplicates,# incorrect visited,t,m,logfile,seed,exec time (s),# found pngs,# png duplicates,# incorrect pngs,# visited,# visited duplicates,# incorrect visited,t,m,logfile,seed,exec time (s),# found pngs,# png duplicates,# incorrect pngs,# visited,# visited duplicates,# incorrect visited,t,m,logfile,seed,exec time (s),# found pngs,# png duplicates,# incorrect pngs,# visited,# visited duplicates,# incorrect visited,lost bytes,Execution Time (20),Successful Execution (30),No duplicates for pngs (15),No duplicates for visited (15),pngs correctness (5),visited correctness (5),No memory leak (10),Total (100),Comments
g11,5,50,log1.txt,http://ece252-1.uwaterloo.ca/lab4,12.6363236904144,50,0,0,348,0,0,10,20,log2.txt,http://ece252-1.uwaterloo.ca/lab4,4.68312883377075,20,0,0,302,0,0,15,30,log3.txt,http://ece252-1.uwaterloo.ca/~yqhuang/lab4/png51.html,4.28431868553161,30,0,0,333,0,0,20,60,log4.txt,http://ece252-1.uwaterloo.ca/~yqhuang/lab4/png51.html,3.64840984344482,51,0,0,351,0,0,"389,510,455",20,30,15,15,5,5,0,90,
